,Category,Subcategory,Difficulty,Solution,Prerequisite,Hint,Task,Sample Input,Sample Output,Cyclomatic Complexity,Halstead Difficulty,Halstead Effort,Halstead Volume,Halstead Time,SLoC,Logical SLoC,Number of Functions,Number of Classes,Number of Lines,Number of Comments,Diff SLoC LLoC,Maintainability Index,Student ID,Demanding,Effort,Satisfied,Stress,Exercise ID,Num of Bursts,Total Keystrokes,Total Time,Avg. Latency,Num of Deletions,Num of Insertions,Edit Ratio,Freq of nan,Freq of Enter,Freq of KeyD,Freq of KeyE,Freq of KeyF,Freq of Space,Freq of KeyC,Freq of KeyO,Freq of KeyU,Freq of KeyN,Freq of KeyT,Freq of ShiftLeft,Freq of Minus,Freq of KeyV,Freq of KeyW,Freq of KeyL,Freq of KeyS,Freq of Digit9,Freq of KeyR,Freq of ArrowRight,Freq of Backspace,Freq of Tab,Freq of ArrowLeft,Freq of Semicolon,Freq of ArrowDown,Freq of Equal,Freq of BracketLeft,Freq of BracketRight,Freq of Quote,Freq of KeyA,Freq of Comma,Freq of KeyI,Freq of KeyG,Freq of Digit0,Freq of Backslash,Freq of KeyP,Freq of Digit1,Freq of KeyM,Freq of ArrowUp,Freq of Period,Freq of ControlLeft,Freq of Delete,Freq of KeyH,Freq of KeyJ,Freq of Digit2,Freq of KeyB,Freq of Digit3,Freq of Digit5,Freq of Digit6,Freq of KeyZ,Freq of ShiftRight,Freq of KeyX,Freq of KeyY,Freq of Slash,Freq of Digit4,Freq of Digit7,Freq of Digit8,Freq of KeyQ,Freq of Insert,Freq of Home,Freq of MetaLeft,Freq of KeyK,Freq of NumpadSubtract,Freq of MetaRight,Freq of Numpad0,Freq of End,Freq of AltLeft,Freq of Backquote,Freq of CapsLock,Freq of Numpad4,Freq of PageDown,Freq of Escape,Freq of NumpadAdd,Freq of Numpad1,Freq of Numpad2,Freq of NumpadMultiply,Freq of NumpadDecimal,Freq of Numpad5,Freq of Numpad6,Freq of NumpadEnter,Freq of Numpad3,Freq of Numpad8,Freq of Numpad7,Freq of ControlRight,Freq of PageUp,Short Pause,Num of Code Executions,Num of AI Feedback Calls,Num of Editor Actives,Num of Editor Inactives,Large Editor Deactives,Medium Editor Deactives,Small Editor Deactives,Large Editor Deactive Time (Mean),Medium Editor Deactive Time (Mean),Small Editor Deactive Time (Mean),Num of Page Actives,Num of Page Inactives,Large Page Deactives,Medium Page Deactives,Small Page Deactives,Large Page Deactive Time (Mean),Medium Page Deactive Time (Mean),Small Page Deactive Time (Mean),Final Grade,Function Definition,Recursion,Conditional Statements,Loops,Class Definition,Instance Variables,Mathematical Operations,List Operations,String Operations,Nested Data Structures,Error Handling,State Management,Mathematical Sequences,Cognitive Load
29,for_loops,for_and_while_loop_combo,hard,"def generate_substrings(s):
    substrings = []
    for start in range(len(s)):
        end = start
        while end < len(s):
            substrings.append(s[start:end+1])
            end += 1
    return substrings

# Example usage:
print(generate_substrings('abc')) # Outputs the specified sample output","Students should be comfortable with string slicing, manipulating lists, and nested loops in Python.",Use the index from the `for` loop as the starting point and expand the end index using the `while` loop to create each substring.,Write a Python program that uses a combination of `for` and `while` loops to construct a list of all the substrings of a given string `s`. Your function `generate_substrings` should take a single argument `s` and return a list of all possible contiguous substrings. Use the `for` loop to control the starting point of each substring and the nested `while` loop to extend the substring character by character until the end of the string is reached.,`generate_substrings('abc')`,"`['a', 'ab', 'abc', 'b', 'bc', 'c']` because these are all the contiguous substrings that can be formed from the string 'abc'.",4,19,18,16,0,3,0,1,0,19,0,3,59.78173283712216,Student_4,5,4,5,3,760,24.0,685.0,1035.861,1.5144166666666667,146.0,490.0,0.9284671532846716,0.0,29.0,5.0,38.0,11.0,45.0,4.0,8.0,5.0,29.0,22.0,0.0,13.0,0.0,3.0,30.0,31.0,17.0,21.0,7.0,105.0,20.0,5.0,11.0,1.0,12.0,7.0,1.0,4.0,13.0,3.0,30.0,10.0,16.0,0.0,12.0,10.0,3.0,0.0,7.0,13.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,64.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,31,5,33.0,33.0,1.0,26.0,38.0,121.723999977,14.569115400423076,2.983763148815789,1.0,1.0,1.0,1.0,0.0,244.665999889,24.768999815,0.0,75.0,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,2.3000000000000003
30,recursion,handling_recursion_depth,easy,"def fibonacci(n):
    if n <= 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage:
print(fibonacci(6)) # Outputs: 8",The students should be comfortable with recursion and should understand the Fibonacci sequence.,Define the base cases for when `n` is 0 or 1 and use recursion to express the relation `F(n) = F(n-1) + F(n-2)`.,"Construct a recursive Python function called `fibonacci` that will return the `n`-th number in the Fibonacci sequence. The sequence starts with 0 and 1, and every number thereafter is the sum of the previous two.",`fibonacci(6)`,"`8` because the Fibonacci sequence up to the 6th number is: 0, 1, 1, 2, 3, 5, 8.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_4,3,2,5,2,434,9.0,234.0,341.462,1.4655021459227466,49.0,168.0,0.9273504273504274,0.0,13.0,1.0,6.0,9.0,24.0,4.0,4.0,4.0,14.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,9.0,1.0,37.0,5.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,12.0,2.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,12,1,11.0,11.0,0.0,8.0,14.0,0.0,14.180875063,2.243500011214285,2.0,2.0,1.0,3.0,0.0,371.271000147,20.634999990666667,0.0,50.0,1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0.8999999999999999
31,recursion,defining_a_recursive_function,medium,"def recursive_reverse(s):
    if len(s) == 0:
        return s
    else:
        return s[-1] + recursive_reverse(s[:-1])

# Example usage:
print(recursive_reverse('hello'))  # Outputs: 'olleh'",Students should understand the concept of string slicing and recursion in Python.,Consider the last character of the string and recursively reverse the remaining part of the string.,"Write a Python function named `recursive_reverse` that takes a string as input and returns the string reversed using recursion. If the input string is empty, the function should return an empty string.",`recursive_reverse('hello')`,`'olleh'` because the reverse of the string 'hello' is 'olleh'.,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_4,5,4,4,3,568,16.0,359.0,804.835999,2.248145248603352,80.0,238.0,0.8857938718662952,0.0,9.0,3.0,20.0,3.0,18.0,7.0,4.0,4.0,10.0,9.0,0.0,7.0,3.0,0.0,7.0,15.0,14.0,14.0,8.0,61.0,6.0,3.0,5.0,0.0,6.0,4.0,1.0,7.0,6.0,0.0,6.0,0.0,7.0,0.0,6.0,16.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,9.0,0.0,3.0,0.0,0.0,13.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,35,5,37.0,37.0,0.0,26.0,48.0,0.0,10.759884632576924,2.5236041744166666,2.0,2.0,2.0,1.0,1.0,327.60150003449996,19.474999904,1.76600027,55.0,1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2.5
32,recursion,defining_a_recursive_function,hard,"def flatten_list(lst):
    flat_list = []
    for item in lst:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    return flat_list

# Example usage:
print(flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])) # Outputs: [1, 2, 3, 4, 5, 6, 7, 8]","Students should know how to use lists, loops, recursion, and type checking with `isinstance`.","Use a for loop to iterate through each element. For each list found, call the function recursively; otherwise, add the element to the resulting list.",Develop a Python program that defines a recursive function named `flatten_list` which takes a list with nested lists of arbitrary depth and returns a flat list containing all the elements in a single list with no nesting.,"`flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])`","`[1, 2, 3, 4, 5, 6, 7, 8]` because the nested list structures have been removed and all elements are in one flat list.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_4,3,3,5,2,547,12.0,463.0,422.180999,0.9138116861471861,101.0,342.0,0.9568034557235421,0.0,17.0,10.0,25.0,15.0,31.0,1.0,3.0,1.0,20.0,23.0,0.0,4.0,0.0,2.0,25.0,15.0,11.0,10.0,7.0,87.0,9.0,0.0,5.0,1.0,8.0,8.0,5.0,2.0,16.0,4.0,35.0,0.0,4.0,4.0,10.0,4.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,15,2,16.0,16.0,0.0,16.0,16.0,0.0,14.46912506225,3.1226249783749997,1.0,1.0,1.0,1.0,0.0,115.625,24.006000042,0.0,60.0,1,1,1,0,-1,-1,-1,0,-1,1,-1,-1,-1,1.1999999999999997
33,classes_and_objects,creating_a_class,easy,"class Rectangle:
    def __init__(self, length, width):
        self.length = length
        self.width = width

    def area(self):
        return self.length * self.width

    def perimeter(self):
        return 2 * (self.length + self.width)

# Example usage:
my_rectangle = Rectangle(10, 5)
print('Area:', my_rectangle.area()) # Outputs: Area: 50
print('Perimeter:', my_rectangle.perimeter()) # Outputs: Perimeter: 30","Students should understand basic class construction, attribute definition, and use of self to access attributes.","Remember that the area of a rectangle can be calculated by multiplying its length by its width, and the perimeter is the sum of the lengths of all sides.","Create a Python class named `Rectangle` with two attributes: `length` and `width`. The class should have two methods: `area` which returns the area of the rectangle, and `perimeter` which returns the perimeter of the rectangle.","`my_rectangle = Rectangle(10, 5)
print('Area:', my_rectangle.area())
print('Perimeter:', my_rectangle.perimeter())`","`Area: 50
Perimeter: 30` because the area is length * width and the perimeter is 2 * (length + width).",0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_4,3,2,5,2,2171,4.0,491.0,320.724999,0.6545408142857143,83.0,399.0,0.9816700610997964,0.0,23.0,12.0,39.0,13.0,37.0,3.0,0.0,2.0,17.0,33.0,0.0,4.0,0.0,8.0,20.0,19.0,12.0,26.0,1.0,64.0,5.0,1.0,7.0,0.0,9.0,0.0,0.0,0.0,12.0,3.0,25.0,9.0,7.0,0.0,5.0,0.0,3.0,1.0,12.0,0.0,0.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,11,3,11.0,11.0,0.0,8.0,13.0,0.0,18.501999974,2.6951537866153847,1.0,1.0,1.0,1.0,0.0,341.801999807,23.259000063,0.0,50.0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0.8999999999999999
34,classes_and_objects,inheritance,medium,"class Shape:
    def __init__(self, color):
        self.color = color

class Square(Shape):
    def __init__(self, color, side):
        super().__init__(color)
        self.side = side

    def area(self):
        return self.side ** 2

# Example usage:
square = Square('blue', 3)
print(square.area())  # Outputs: 9","Students should be aware of class inheritance, the `super()` function, and how to override methods in subclasses.",Don't forget to call the initializer of the parent `Shape` class using `super()` and override the `area` method for `Square`.,Inherit from a class `Shape` to create a subclass `Square`. The `Shape` class has an instance variable `color`. The `Square` class is initialized with `color` and `side` (the length of a side of the square). Implement the method `area` in the `Square` class that calculates and returns the area of the square.,"square = Square('blue', 3)
print(square.area())",`9` because the area of a square with a side length of 3 is `3*3`.,7,15,12,12,0,3,0,5,2,15,0,3,72.57995811249137,Student_4,4,3,4,2,1949,7.0,381.0,275.773,0.7257184210526316,50.0,307.0,0.937007874015748,0.0,17.0,11.0,28.0,13.0,23.0,11.0,18.0,5.0,9.0,7.0,1.0,12.0,0.0,0.0,20.0,26.0,10.0,22.0,4.0,40.0,4.0,4.0,5.0,0.0,5.0,0.0,0.0,2.0,9.0,5.0,19.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6,2,8.0,8.0,0.0,7.0,9.0,0.0,19.594714301000003,2.029111094,1.0,1.0,1.0,1.0,0.0,94.276000023,16.855999947,0.0,55.0,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1.6999999999999995
35,classes_and_objects,defining_attributes_and_methods,hard,"import time

class Timer:
    def __init__(self):
        self.start_time = None
        self.end_time = None

    def start(self):
        self.start_time = time.time()
        self.end_time = None

    def stop(self):
        if self.start_time is None:
            raise ValueError('Timer must be started before it can be stopped.')
        self.end_time = time.time()

    def duration(self):
        if self.start_time is None or self.end_time is None:
            raise ValueError('Timer must be started and stopped to get the duration.')
        return self.end_time - self.start_time

# Example usage:
t = Timer()
t.start()
time.sleep(2)
t.stop()
print(t.duration()) # Outputs: 2.0 (approximately)","Students should be familiar with basic class creation, error handling using exceptions, and working with the `time` module.",Use `time.time()` to get the current time. Make sure the timer is in the correct state before allowing `stop` and `duration` to be called.,"In this exercise, you will create a Python class called `Timer`. The class should have methods to `start` the timer, `stop` the timer, and `duration` which should return the time elapsed between the start and stop times in seconds. Additionally, include error handling to ensure that `stop` cannot be called before `start` and that `duration` cannot be called unless the timer has been both started and stopped. Use the `time` module from Python's standard library to get the current time.","`t = Timer() 
t.start() 
# assume a duration of 2 seconds between start and stop 
time.sleep(2) 
t.stop() 
print(t.duration())`","`2.0` or close to `2.0`, depending on the actual time elapsed.",6,24,17,17,0,7,0,5,1,24,0,7,67.7451719500489,Student_4,5,4,5,4,2135,14.0,325.0,283.764999,0.8758178981481481,50.0,280.0,1.0153846153846153,0.0,25.0,5.0,28.0,13.0,23.0,1.0,8.0,2.0,4.0,32.0,0.0,7.0,0.0,0.0,10.0,22.0,8.0,10.0,1.0,28.0,3.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,7.0,1.0,19.0,0.0,9.0,0.0,6.0,0.0,15.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,7,1,9.0,9.0,2.0,11.0,5.0,80.909000039,13.042545492,2.8063999176000003,3.0,3.0,1.0,4.0,1.0,304.697000026,8.83899998675,2.177000046,60.0,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,2.5
36,for_loops,for_loop_with_range_iterate_over_string,easy,"def count_vowels(word):
    count = 0
    vowels = 'aeiou'
    for i in range(len(word)):
        if word[i].lower() in vowels:
            count += 1
    return count

# Example usage:
print(count_vowels('umbrella')) # Outputs: 3","Students should be familiar with for loops, the range function, and basic string operations.",Convert the input string to lowercase to simplify checking and use a loop to count vowels.,"Write a Python program that asks the user to input a word and then uses a for loop with range to count the number of vowels ('a', 'e', 'i', 'o', 'u') in the word. The program should print the total number of vowels found.",`count_vowels('umbrella')`,`3` because there are 3 vowels in 'umbrella'.,3,11,8,8,1,2,1,1,0,11,1,1,91.11537229683036,Student_5,1,1,5,1,586,9.0,458.0,205.24,0.44910284463894967,88.0,330.0,0.9126637554585153,0.0,16.0,6.0,31.0,5.0,37.0,10.0,24.0,19.0,16.0,18.0,28.0,5.0,7.0,12.0,13.0,12.0,4.0,23.0,16.0,68.0,8.0,7.0,6.0,3.0,8.0,5.0,0.0,13.0,6.0,4.0,9.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,5.0,5.0,2.0,3.0,5.0,214757.46899998203,22.22533321366667,3.6664000512,2.0,2.0,1.0,2.0,1.0,429572.416999817,42.564499974499995,4.974000215,100.0,1,-1,1,1,-1,-1,1,1,0,-1,-1,-1,-1,-0.19999999999999996
37,for_loops,nested_for_loop,medium,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True

def find_prime_pairs(N):
    primes = [i for i in range(2, N+1) if is_prime(i)]
    pairs = [(x, y) for x, y in zip(primes, primes[1:]) if y - x == 6]
    return pairs

# Example usage:
print(find_prime_pairs(30)) # Outputs: [(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]","Students should know how to define functions, use for loops, list comprehensions, and understand the concept of prime numbers.","First, create a helper function to check for prime numbers. Then, generate a list of primes and find pairs that satisfy the 'sexy primes' condition.","Write a Python function `find_prime_pairs` that takes an integer `N` and returns a list of tuples, where each tuple (`x`, `y`) represents a pair of prime numbers such that `x < y <= N` and `y - x == 6`. This difference of 6 is sometimes referred to as 'sexy primes'.",`find_prime_pairs(30)`,"`[(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]` because these are the pairs of primes less than 30 that are 6 units apart.",10,27,22,22,0,5,0,2,0,27,0,5,55.08498140808964,Student_5,5,3,4,2,683,30.0,846.0,758.455,0.8975798816568048,240.0,581.0,0.9704491725768322,0.0,37.0,6.0,34.0,21.0,73.0,0.0,7.0,19.0,43.0,16.0,70.0,8.0,0.0,0.0,6.0,15.0,18.0,43.0,15.0,175.0,15.0,11.0,13.0,1.0,14.0,3.0,3.0,3.0,16.0,8.0,59.0,2.0,7.0,0.0,29.0,4.0,23.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,8,1,25.0,25.0,4.0,28.0,18.0,109.43600010850001,13.3690714495,2.9601110750555555,21.0,21.0,5.0,22.0,15.0,111.20280003539999,12.489045435727274,2.9008666832666665,80.0,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,1.9999999999999998
38,for_loops,for_and_while_loop_combo,hard,"def generate_substrings(s):
    substrings = []
    for start in range(len(s)):
        end = start
        while end < len(s):
            substrings.append(s[start:end+1])
            end += 1
    return substrings

# Example usage:
print(generate_substrings('abc')) # Outputs the specified sample output","Students should be comfortable with string slicing, manipulating lists, and nested loops in Python.",Use the index from the `for` loop as the starting point and expand the end index using the `while` loop to create each substring.,Write a Python program that uses a combination of `for` and `while` loops to construct a list of all the substrings of a given string `s`. Your function `generate_substrings` should take a single argument `s` and return a list of all possible contiguous substrings. Use the `for` loop to control the starting point of each substring and the nested `while` loop to extend the substring character by character until the end of the string is reached.,`generate_substrings('abc')`,"`['a', 'ab', 'abc', 'b', 'bc', 'c']` because these are all the contiguous substrings that can be formed from the string 'abc'.",4,13,12,11,0,2,0,1,0,13,0,2,64.85597454093194,Student_5,5,4,4,2,760,10.0,552.0,480.325,0.8717332123411978,163.0,339.0,0.9094202898550725,0.0,17.0,2.0,32.0,3.0,30.0,1.0,1.0,17.0,18.0,17.0,40.0,5.0,2.0,2.0,13.0,24.0,13.0,23.0,17.0,100.0,19.0,14.0,7.0,15.0,13.0,2.0,1.0,2.0,7.0,2.0,25.0,8.0,5.0,0.0,5.0,6.0,0.0,11.0,2.0,9.0,0.0,2.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,18,1,19.0,19.0,1.0,11.0,25.0,115.385999918,15.323272748363637,2.5575199508,1.0,1.0,1.0,1.0,0.0,529.975000144,14.781999826,0.0,55.0,1,-1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,2.3
39,recursion,handling_recursion_depth,easy,"def fibonacci(n):
    if n <= 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage:
print(fibonacci(6)) # Outputs: 8",The students should be comfortable with recursion and should understand the Fibonacci sequence.,Define the base cases for when `n` is 0 or 1 and use recursion to express the relation `F(n) = F(n-1) + F(n-2)`.,"Construct a recursive Python function called `fibonacci` that will return the `n`-th number in the Fibonacci sequence. The sequence starts with 0 and 1, and every number thereafter is the sum of the previous two.",`fibonacci(6)`,"`8` because the Fibonacci sequence up to the 6th number is: 0, 1, 1, 2, 3, 5, 8.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_5,3,2,4,2,434,5.0,258.0,192.028,0.7471906614785991,119.0,164.0,1.0968992248062015,0.0,10.0,1.0,10.0,10.0,23.0,2.0,3.0,8.0,14.0,5.0,16.0,4.0,0.0,0.0,4.0,1.0,7.0,10.0,15.0,43.0,6.0,5.0,5.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,1.0,4.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,1,9.0,9.0,1.0,7.0,10.0,65.02399993,20.636571441428572,2.3722000121,9.0,9.0,1.0,7.0,10.0,114.612999917,16.806857108857145,2.2834000349999997,50.0,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0999999999999999
40,recursion,defining_a_recursive_function,medium,"def recursive_reverse(s):
    if len(s) == 0:
        return s
    else:
        return s[-1] + recursive_reverse(s[:-1])

# Example usage:
print(recursive_reverse('hello'))  # Outputs: 'olleh'",Students should understand the concept of string slicing and recursion in Python.,Consider the last character of the string and recursively reverse the remaining part of the string.,"Write a Python function named `recursive_reverse` that takes a string as input and returns the string reversed using recursion. If the input string is empty, the function should return an empty string.",`recursive_reverse('hello')`,`'olleh'` because the reverse of the string 'hello' is 'olleh'.,2,8,8,7,0,1,0,1,0,8,0,1,75.28967674449181,Student_5,4,3,4,3,568,7.0,217.0,163.536999,0.7571157361111112,76.0,162.0,1.096774193548387,0.0,7.0,2.0,28.0,3.0,11.0,3.0,1.0,6.0,8.0,9.0,12.0,3.0,4.0,0.0,4.0,10.0,6.0,21.0,1.0,31.0,7.0,0.0,3.0,0.0,5.0,3.0,0.0,2.0,0.0,1.0,6.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,1,13.0,13.0,0.0,16.0,10.0,0.0,12.07443748425,2.9209000111,12.0,12.0,1.0,12.0,11.0,62.39199996,11.112166603583333,2.7932727985454546,75.0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1.8999999999999997
41,recursion,defining_a_recursive_function,hard,"def flatten_list(lst):
    flat_list = []
    for item in lst:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    return flat_list

# Example usage:
print(flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])) # Outputs: [1, 2, 3, 4, 5, 6, 7, 8]","Students should know how to use lists, loops, recursion, and type checking with `isinstance`.","Use a for loop to iterate through each element. For each list found, call the function recursively; otherwise, add the element to the resulting list.",Develop a Python program that defines a recursive function named `flatten_list` which takes a list with nested lists of arbitrary depth and returns a flat list containing all the elements in a single list with no nesting.,"`flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])`","`[1, 2, 3, 4, 5, 6, 7, 8]` because the nested list structures have been removed and all elements are in one flat list.",3,10,9,9,0,1,0,1,0,10,0,1,100.0,Student_5,7,5,5,4,547,9.0,581.0,479.114,0.8260586206896551,227.0,356.0,1.0034423407917383,0.0,11.0,11.0,36.0,18.0,20.0,1.0,4.0,12.0,21.0,30.0,27.0,4.0,11.0,0.0,36.0,21.0,13.0,12.0,15.0,141.0,10.0,1.0,4.0,14.0,4.0,2.0,2.0,0.0,24.0,1.0,25.0,0.0,3.0,0.0,15.0,0.0,2.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,12,3,16.0,16.0,1.0,21.0,10.0,66.2900002,16.84419049538095,3.7771999598,4.0,4.0,3.0,5.0,0.0,181.27333323133334,9.7588000298,0.0,60.0,1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,3.4000000000000004
